date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:27:24	46049/46049	---M-Z	200	added ('OK')	text/html	etag:W/%2261b18a08-b3e1%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/pages/ui-features/buttons.html	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/pages/ui-features/buttons.html	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:24	57841/57841	---M-Z	200	added ('OK')	text/html	etag:W/%2261b18a08-e1f1%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/pages/ui-features/dropdowns.html	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/pages/ui-features/dropdowns.html	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:25	38879/38879	---M-Z	200	added ('OK')	text/html	etag:W/%2261b18a08-97df%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/pages/ui-features/typography.html	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/pages/ui-features/typography.html	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:25	53454/53454	---M-Z	200	added ('OK')	text/html	etag:W/%2261b18a08-d0ce%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/pages/forms/basic_elements.html	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/pages/forms/basic_elements.html	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:25	41898/41898	---M-Z	200	added ('OK')	text/html	etag:W/%2261b18a08-a3aa%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/pages/tables/basic-table.html	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/pages/tables/basic-table.html	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:26	22824/22824	---M-Z	200	added ('OK')	text/html	etag:W/%2261b18a08-5928%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/pages/charts/chartjs.html	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/pages/charts/chartjs.html	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:26	308240/308240	---M-Z	200	added ('OK')	text/html	etag:W/%2261b18a08-4b410%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/pages/icons/mdi.html	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/pages/icons/mdi.html	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:26	20099/20099	---M-Z	200	added ('OK')	text/html	etag:W/%2261b18a08-4e83%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/pages/samples/blank-page.html	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/pages/samples/blank-page.html	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:27	2759/2759	---M-Z	200	added ('OK')	text/html	etag:W/%2261b18a08-ac7%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/pages/samples/error-404.html	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/pages/samples/error-404.html	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:27	2734/2734	---M-Z	200	added ('OK')	text/html	etag:W/%2261b18a08-aae%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/pages/samples/error-500.html	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/pages/samples/error-500.html	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:28	3399/3399	---M-Z	200	added ('OK')	text/html	etag:W/%2261b18a08-d47%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/pages/samples/login.html	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/pages/samples/login.html	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:28	3705/3705	---M-Z	200	added ('OK')	text/html	etag:W/%2261b18a08-e79%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/pages/samples/register.html	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/pages/samples/register.html	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:28	23829/23829	---M--	200	added ('OK')	image/jpeg	etag:%2261b18a07-5d15%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face4.jpg	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face4.jpg	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:28	18358/18358	---M--	200	added ('OK')	image/jpeg	etag:%2261b18a07-47b6%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face2.jpg	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face2.jpg	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:29	20779/20779	---M--	200	added ('OK')	image/jpeg	etag:%2261b18a07-512b%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face3.jpg	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face3.jpg	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:29	7075/7075	---M--	200	added ('OK')	image/png	etag:%2261b18a07-1ba3%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/dashboard/Group126@2x.png	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/dashboard/Group126@2x.png	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:29	22622/22622	---M--	200	added ('OK')	image/jpeg	etag:%2261b18a07-585e%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face1.jpg	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face1.jpg	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:29	14746/14746	---M--	200	added ('OK')	image/jpeg	etag:%2261b18a07-399a%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face5.jpg	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face5.jpg	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:30	19736/19736	---M--	200	added ('OK')	image/jpeg	etag:%2261b18a07-4d18%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face6.jpg	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face6.jpg	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:30	23143/23143	---M--	200	added ('OK')	image/jpeg	etag:%2261b18a07-5a67%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face8.jpg	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face8.jpg	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:30	15582/15582	---M--	200	added ('OK')	image/jpeg	etag:%2261b18a07-3cde%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face9.jpg	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face9.jpg	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:30	11141/11141	---M--	200	added ('OK')	image/jpeg	etag:%2261b18a07-2b85%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face11.jpg	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face11.jpg	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:31	84820/84820	---M--	200	added ('OK')	image/jpeg	etag:%2261b18a07-14b54%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/dashboard/Rectangle.jpg	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/dashboard/Rectangle.jpg	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:31	33489/33489	---M--	200	added ('OK')	image/jpeg	etag:%2261b18a07-82d1%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/dashboard/Img_5.jpg	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/dashboard/Img_5.jpg	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:31	54840/54840	---M--	200	added ('OK')	image/jpeg	etag:%2261b18a07-d638%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/dashboard/img_6.jpg	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/dashboard/img_6.jpg	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:31	10063/10063	---M--	200	added ('OK')	image/jpeg	etag:%2261b18a07-274f%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face12.jpg	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face12.jpg	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:31	188852/188852	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261b18a07-2e1b4%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/js/vendor.bundle.base.js	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/js/vendor.bundle.base.js	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:32	172812/172812	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261b18a07-2a30c%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/chart.js/Chart.min.js	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/chart.js/Chart.min.js	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:32	29461/29461	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261b18a07-7315%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/progressbar.js/progressbar.min.js	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/progressbar.js/progressbar.min.js	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:32	57116/57116	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261b18a07-df1c%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/jvectormap/jquery-jvectormap.min.js	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/jvectormap/jquery-jvectormap.min.js	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:32	104258/104258	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261b18a07-19742%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/jvectormap/jquery-jvectormap-world-mill-en.js	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/jvectormap/jquery-jvectormap-world-mill-en.js	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:32	44342/44342	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261b18a07-ad36%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/owl-carousel-2/owl.carousel.min.js	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/owl-carousel-2/owl.carousel.min.js	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:33	185/185	---M--	200	added ('OK')	application/javascript	etag:%2261b18a07-b9%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/js/off-canvas.js	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/js/off-canvas.js	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:33	806/806	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261b18a07-326%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/js/hoverable-collapse.js	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/js/hoverable-collapse.js	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:33	4105/4105	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261b18a07-1009%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/js/misc.js	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/js/misc.js	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:33	3618/3618	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261b18a07-e22%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/js/settings.js	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/js/settings.js	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:34	972/972	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261b18a07-3cc%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/js/todolist.js	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/js/todolist.js	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:34	6970/6970	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261b18a07-1b3a%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/js/dashboard.js	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/js/dashboard.js	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html?_ga=2.20337528.1710309027.1670846201-2138850436.1670510666)
17:27:35	663148/663148	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2261b18a07-a1e6c%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/mdi/fonts/materialdesignicons-webfont.eot?v=3.9.97	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/mdi/fonts/materialdesignicons-webfont3b9f.eot	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/mdi/css/materialdesignicons.min.css)
17:27:36	663148/663148	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2261b18a07-a1e6c%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/mdi/fonts/materialdesignicons-webfont.eot?	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/mdi/fonts/materialdesignicons-webfontd41d.eot	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/mdi/css/materialdesignicons.min.css)
17:27:36	224348/224348	---M--	200	added ('OK')	font/woff2	etag:%2261b18a07-36c5c%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/mdi/fonts/materialdesignicons-webfont.woff2?v=3.9.97	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/mdi/fonts/materialdesignicons-webfont3b9f.woff2	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/mdi/css/materialdesignicons.min.css)
17:27:37	319308/319308	---M--	200	added ('OK')	font/woff	etag:%2261b18a07-4df4c%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/mdi/fonts/materialdesignicons-webfont.woff?v=3.9.97	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/mdi/fonts/materialdesignicons-webfont3b9f.woff	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/mdi/css/materialdesignicons.min.css)
17:27:38	662928/662928	---M-Z	200	added ('OK')	font/ttf	etag:W/%2261b18a07-a1d90%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/mdi/fonts/materialdesignicons-webfont.ttf?v=3.9.97	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/mdi/fonts/materialdesignicons-webfont3b9f.ttf	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/mdi/css/materialdesignicons.min.css)
17:27:38	33473/33473	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2261b18a07-82c1%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/flags/4x3/ad.svg	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/flags/4x3/ad.svg	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/css/flag-icon.min.css)
17:27:38	32253/32253	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2261b18a07-7dfd%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/flags/1x1/ad.svg	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/flags/1x1/ad.svg	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/css/flag-icon.min.css)
17:27:38	254/254	---M--	200	added ('OK')	image/svg+xml	etag:%2261b18a07-fe%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/flags/4x3/ae.svg	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/flags/4x3/ae.svg	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/css/flag-icon.min.css)
17:27:39	262/262	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2261b18a07-106%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/flags/1x1/ae.svg	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/flags/1x1/ae.svg	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/css/flag-icon.min.css)
17:27:39	21066/21066	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2261b18a07-524a%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/flags/4x3/af.svg	C:/My%20Web%20Sites/Dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/flags/4x3/af.svg	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/css/flag-icon.min.css)
