date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:39:12	54980/54980	---M-Z	200	added ('OK')	text/html	etag:W/%2261b18a07-d6c4%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/index.html	(from )
16:39:13	5232/5232	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%225f9755a2-247b%22	https://technext.github.io/robots.txt		(from )
16:39:13	6635/6635	---M-Z	200	added ('OK')	text/css	etag:W/%2261b18a07-19eb%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/jvectormap/jquery-jvectormap.css	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/jvectormap/jquery-jvectormap.css	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:13	33818/33818	---M-Z	200	added ('OK')	text/css	etag:W/%2261b18a07-841a%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/css/flag-icon.min.css	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/css/flag-icon.min.css	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:13	3351/3351	---M-Z	200	added ('OK')	text/css	etag:W/%2261b18a07-d17%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/owl-carousel-2/owl.carousel.min.css	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/owl-carousel-2/owl.carousel.min.css	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:13	1013/1013	---M-Z	200	added ('OK')	text/css	etag:W/%2261b18a07-3f5%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/owl-carousel-2/owl.theme.default.min.css	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/owl-carousel-2/owl.theme.default.min.css	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:14	4559/4559	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2261b18a07-11cf%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/logo.svg	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/logo.svg	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:14	176523/176523	U-----	200	untouched ('OK')	text/css	etag:W/%2261b18a07-2b18b%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/mdi/css/materialdesignicons.min.css	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/mdi/css/materialdesignicons.min.css	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:14	2598/2598	U-----	200	untouched ('OK')	text/css	etag:W/%2261b18a07-a26%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/css/vendor.bundle.base.css	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/css/vendor.bundle.base.css	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:14	793043/793043	U-----	200	untouched ('OK')	text/css	etag:W/%2261b18a07-c19d3%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/css/style.css	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/css/style.css	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:14	1177/1177	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2261b18a07-499%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/logo-mini.svg	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/logo-mini.svg	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:15	1039/1039	U-----	200	untouched ('')	image/png	etag:%2261b18a07-40f%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/favicon.png	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/favicon.png	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:15	46049/46049	---M-Z	200	added ('OK')	text/html	etag:W/%2261b18a08-b3e1%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/pages/ui-features/buttons.html	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/pages/ui-features/buttons.html	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:15	13908/13908	U-----	200	untouched ('')	image/jpeg	etag:%2261b18a07-3654%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face15.jpg	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face15.jpg	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:15	57841/57841	---M-Z	200	added ('OK')	text/html	etag:W/%2261b18a08-e1f1%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/pages/ui-features/dropdowns.html	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/pages/ui-features/dropdowns.html	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:16	38879/38879	---M-Z	200	added ('OK')	text/html	etag:W/%2261b18a08-97df%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/pages/ui-features/typography.html	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/pages/ui-features/typography.html	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:16	53454/53454	---M-Z	200	added ('OK')	text/html	etag:W/%2261b18a08-d0ce%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/pages/forms/basic_elements.html	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/pages/forms/basic_elements.html	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:16	41898/41898	---M-Z	200	added ('OK')	text/html	etag:W/%2261b18a08-a3aa%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/pages/tables/basic-table.html	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/pages/tables/basic-table.html	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:17	22824/22824	---M-Z	200	added ('OK')	text/html	etag:W/%2261b18a08-5928%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/pages/charts/chartjs.html	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/pages/charts/chartjs.html	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:17	20099/20099	---M-Z	200	added ('OK')	text/html	etag:W/%2261b18a08-4e83%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/pages/samples/blank-page.html	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/pages/samples/blank-page.html	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:17	2759/2759	---M-Z	200	added ('OK')	text/html	etag:W/%2261b18a08-ac7%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/pages/samples/error-404.html	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/pages/samples/error-404.html	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:17	308240/308240	U-----	200	untouched ('OK')	text/html	etag:W/%2261b18a08-4b410%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/pages/icons/mdi.html	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/pages/icons/mdi.html	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:18	2734/2734	---M-Z	200	added ('OK')	text/html	etag:W/%2261b18a08-aae%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/pages/samples/error-500.html	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/pages/samples/error-500.html	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:18	3399/3399	---M-Z	200	added ('OK')	text/html	etag:W/%2261b18a08-d47%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/pages/samples/login.html	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/pages/samples/login.html	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:19	3705/3705	---M-Z	200	added ('OK')	text/html	etag:W/%2261b18a08-e79%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/pages/samples/register.html	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/pages/samples/register.html	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:19	7075/7075	---M--	200	added ('OK')	image/png	etag:%2261b18a07-1ba3%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/dashboard/Group126@2x.png	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/dashboard/Group126@2x.png	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:19	22622/22622	---M--	200	added ('OK')	image/jpeg	etag:%2261b18a07-585e%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face1.jpg	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face1.jpg	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:19	14746/14746	---M--	200	added ('OK')	image/jpeg	etag:%2261b18a07-399a%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face5.jpg	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face5.jpg	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:20	19736/19736	---M--	200	added ('OK')	image/jpeg	etag:%2261b18a07-4d18%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face6.jpg	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face6.jpg	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:20	23143/23143	---M--	200	added ('OK')	image/jpeg	etag:%2261b18a07-5a67%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face8.jpg	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face8.jpg	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:20	23829/23829	U-----	200	untouched ('')	image/jpeg	etag:%2261b18a07-5d15%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face4.jpg	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face4.jpg	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:20	15582/15582	---M--	200	added ('OK')	image/jpeg	etag:%2261b18a07-3cde%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face9.jpg	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face9.jpg	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:20	11141/11141	---M--	200	added ('OK')	image/jpeg	etag:%2261b18a07-2b85%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face11.jpg	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face11.jpg	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:21	84820/84820	---M--	200	added ('OK')	image/jpeg	etag:%2261b18a07-14b54%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/dashboard/Rectangle.jpg	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/dashboard/Rectangle.jpg	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:21	33489/33489	---M--	200	added ('OK')	image/jpeg	etag:%2261b18a07-82d1%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/dashboard/Img_5.jpg	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/dashboard/Img_5.jpg	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:21	18358/18358	U-----	200	untouched ('')	image/jpeg	etag:%2261b18a07-47b6%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face2.jpg	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face2.jpg	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:21	54840/54840	---M--	200	added ('OK')	image/jpeg	etag:%2261b18a07-d638%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/dashboard/img_6.jpg	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/dashboard/img_6.jpg	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:21	10063/10063	---M--	200	added ('OK')	image/jpeg	etag:%2261b18a07-274f%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face12.jpg	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face12.jpg	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:21	20779/20779	U-----	200	untouched ('')	image/jpeg	etag:%2261b18a07-512b%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face3.jpg	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face3.jpg	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:21	172812/172812	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261b18a07-2a30c%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/chart.js/Chart.min.js	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/chart.js/Chart.min.js	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:22	29461/29461	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261b18a07-7315%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/progressbar.js/progressbar.min.js	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/progressbar.js/progressbar.min.js	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:22	57116/57116	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261b18a07-df1c%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/jvectormap/jquery-jvectormap.min.js	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/jvectormap/jquery-jvectormap.min.js	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:22	188852/188852	U-----	200	untouched ('')	application/javascript	etag:W/%2261b18a07-2e1b4%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/js/vendor.bundle.base.js	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/js/vendor.bundle.base.js	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
16:39:22	104258/104258	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261b18a07-19742%22	https://technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/jvectormap/jquery-jvectormap-world-mill-en.js	C:/My%20Web%20Sites/dasboard/technext.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/jvectormap/jquery-jvectormap-world-mill-en.js	(from https://technext.github.io/corona-free-dark-bootstrap-admin-template/index.html)
