date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:29:23	5232/5232	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22638fcda5-247b%22	https://technext.github.io/robots.txt		(from )
20:29:23	21118/21118	---M-Z	200	added ('OK')	text/html	etag:W/%2263299ea1-527e%22	https://technext.github.io/tour/?daterange=12%2F08%2F2022+-+12%2F08%2F2022	C:/My%20Web%20Sites/Travel%20project/technext.github.io/tour/index2aa0.html	(from )
20:29:23	2469/2469	---M--	200	added ('OK')	image/png	etag:%2263299ea1-9a5%22	https://technext.github.io/tour/favicon.png	C:/My%20Web%20Sites/Travel%20project/technext.github.io/tour/favicon.png	(from https://technext.github.io/tour/?daterange=12%2F08%2F2022+-+12%2F08%2F2022)
20:29:24	160302/160302	---M-Z	200	added ('OK')	text/css	etag:W/%2263299ea1-2722e%22	https://technext.github.io/tour/css/bootstrap.min.css	C:/My%20Web%20Sites/Travel%20project/technext.github.io/tour/css/bootstrap.min.css	(from https://technext.github.io/tour/?daterange=12%2F08%2F2022+-+12%2F08%2F2022)
20:29:24	2936/2936	---M-Z	200	added ('OK')	text/css	etag:W/%2263299ea1-b78%22	https://technext.github.io/tour/css/owl.carousel.min.css	C:/My%20Web%20Sites/Travel%20project/technext.github.io/tour/css/owl.carousel.min.css	(from https://technext.github.io/tour/?daterange=12%2F08%2F2022+-+12%2F08%2F2022)
20:29:24	965/965	---M-Z	200	added ('OK')	text/css	etag:W/%2263299ea1-3c5%22	https://technext.github.io/tour/css/owl.theme.default.min.css	C:/My%20Web%20Sites/Travel%20project/technext.github.io/tour/css/owl.theme.default.min.css	(from https://technext.github.io/tour/?daterange=12%2F08%2F2022+-+12%2F08%2F2022)
20:29:24	12795/12795	---M-Z	200	added ('OK')	text/css	etag:W/%2263299ea1-31fb%22	https://technext.github.io/tour/css/jquery.fancybox.min.css	C:/My%20Web%20Sites/Travel%20project/technext.github.io/tour/css/jquery.fancybox.min.css	(from https://technext.github.io/tour/?daterange=12%2F08%2F2022+-+12%2F08%2F2022)
20:29:25	79820/79820	---M-Z	200	added ('OK')	text/css	etag:W/%2263299ea1-137cc%22	https://technext.github.io/tour/fonts/icomoon/style.css	C:/My%20Web%20Sites/Travel%20project/technext.github.io/tour/fonts/icomoon/style.css	(from https://technext.github.io/tour/?daterange=12%2F08%2F2022+-+12%2F08%2F2022)
20:29:25	1196/1196	---M-Z	200	added ('OK')	text/css	etag:W/%2263299ea1-4ac%22	https://technext.github.io/tour/fonts/flaticon/font/flaticon.css	C:/My%20Web%20Sites/Travel%20project/technext.github.io/tour/fonts/flaticon/font/flaticon.css	(from https://technext.github.io/tour/?daterange=12%2F08%2F2022+-+12%2F08%2F2022)
20:29:25	7658/7658	---M-Z	200	added ('OK')	text/css	etag:W/%2263299ea1-1dea%22	https://technext.github.io/tour/css/daterangepicker.css	C:/My%20Web%20Sites/Travel%20project/technext.github.io/tour/css/daterangepicker.css	(from https://technext.github.io/tour/?daterange=12%2F08%2F2022+-+12%2F08%2F2022)
20:29:25	25949/25949	---M-Z	200	added ('OK')	text/css	etag:W/%2263299ea1-655d%22	https://technext.github.io/tour/css/aos.css	C:/My%20Web%20Sites/Travel%20project/technext.github.io/tour/css/aos.css	(from https://technext.github.io/tour/?daterange=12%2F08%2F2022+-+12%2F08%2F2022)
20:29:25	40176/40176	---M-Z	200	added ('OK')	text/css	etag:W/%2263299ea1-9cf0%22	https://technext.github.io/tour/css/style.css	C:/My%20Web%20Sites/Travel%20project/technext.github.io/tour/css/style.css	(from https://technext.github.io/tour/?daterange=12%2F08%2F2022+-+12%2F08%2F2022)
20:29:26	21118/21118	---M-Z	200	added ('OK')	text/html	etag:W/%2263299ea1-527e%22	https://technext.github.io/tour/index.html	C:/My%20Web%20Sites/Travel%20project/technext.github.io/tour/index.html	(from https://technext.github.io/tour/?daterange=12%2F08%2F2022+-+12%2F08%2F2022)
20:29:27	19458/19458	---M-Z	200	added ('OK')	text/html	etag:W/%2263299ea1-4c02%22	https://technext.github.io/tour/elements.html	C:/My%20Web%20Sites/Travel%20project/technext.github.io/tour/elements.html	(from https://technext.github.io/tour/?daterange=12%2F08%2F2022+-+12%2F08%2F2022)
20:29:27	13869/13869	---M-Z	200	added ('OK')	text/html	etag:W/%2263299ea1-362d%22	https://technext.github.io/tour/services.html	C:/My%20Web%20Sites/Travel%20project/technext.github.io/tour/services.html	(from https://technext.github.io/tour/?daterange=12%2F08%2F2022+-+12%2F08%2F2022)
20:29:27	14611/14611	---M-Z	200	added ('OK')	text/html	etag:W/%2263299ea1-3913%22	https://technext.github.io/tour/about.html	C:/My%20Web%20Sites/Travel%20project/technext.github.io/tour/about.html	(from https://technext.github.io/tour/?daterange=12%2F08%2F2022+-+12%2F08%2F2022)
20:29:28	11209/11209	---M-Z	200	added ('OK')	text/html	etag:W/%2263299ea1-2bc9%22	https://technext.github.io/tour/contact.html	C:/My%20Web%20Sites/Travel%20project/technext.github.io/tour/contact.html	(from https://technext.github.io/tour/?daterange=12%2F08%2F2022+-+12%2F08%2F2022)
20:29:28	141125/141125	---M--	200	added ('OK')	image/jpeg	etag:%2263299ea1-22745%22	https://technext.github.io/tour/images/hero-slider-1.jpg	C:/My%20Web%20Sites/Travel%20project/technext.github.io/tour/images/hero-slider-1.jpg	(from https://technext.github.io/tour/?daterange=12%2F08%2F2022+-+12%2F08%2F2022)
20:29:28	113313/113313	---M--	200	added ('OK')	image/jpeg	etag:%2263299ea1-1baa1%22	https://technext.github.io/tour/images/hero-slider-2.jpg	C:/My%20Web%20Sites/Travel%20project/technext.github.io/tour/images/hero-slider-2.jpg	(from https://technext.github.io/tour/?daterange=12%2F08%2F2022+-+12%2F08%2F2022)
20:29:28	91868/91868	---M--	200	added ('OK')	image/jpeg	etag:%2263299ea1-166dc%22	https://technext.github.io/tour/images/hero-slider-3.jpg	C:/My%20Web%20Sites/Travel%20project/technext.github.io/tour/images/hero-slider-3.jpg	(from https://technext.github.io/tour/?daterange=12%2F08%2F2022+-+12%2F08%2F2022)
20:29:28	135068/135068	---M--	200	added ('OK')	image/jpeg	etag:%2263299ea1-20f9c%22	https://technext.github.io/tour/images/hero-slider-4.jpg	C:/My%20Web%20Sites/Travel%20project/technext.github.io/tour/images/hero-slider-4.jpg	(from https://technext.github.io/tour/?daterange=12%2F08%2F2022+-+12%2F08%2F2022)
20:29:28	95254/95254	---M--	200	added ('OK')	image/jpeg	etag:%2263299ea1-17416%22	https://technext.github.io/tour/images/hero-slider-5.jpg	C:/My%20Web%20Sites/Travel%20project/technext.github.io/tour/images/hero-slider-5.jpg	(from https://technext.github.io/tour/?daterange=12%2F08%2F2022+-+12%2F08%2F2022)
20:29:29	114357/114357	---M--	200	added ('OK')	image/jpeg	etag:%2263299ea1-1beb5%22	https://technext.github.io/tour/images/person_2.jpg	C:/My%20Web%20Sites/Travel%20project/technext.github.io/tour/images/person_2.jpg	(from https://technext.github.io/tour/?daterange=12%2F08%2F2022+-+12%2F08%2F2022)
20:29:29	78867/78867	---M--	200	added ('OK')	image/jpeg	etag:%2263299ea1-13413%22	https://technext.github.io/tour/images/person_3.jpg	C:/My%20Web%20Sites/Travel%20project/technext.github.io/tour/images/person_3.jpg	(from https://technext.github.io/tour/?daterange=12%2F08%2F2022+-+12%2F08%2F2022)
20:29:29	95778/95778	---M--	200	added ('OK')	image/jpeg	etag:%2263299ea1-17622%22	https://technext.github.io/tour/images/person_4.jpg	C:/My%20Web%20Sites/Travel%20project/technext.github.io/tour/images/person_4.jpg	(from https://technext.github.io/tour/?daterange=12%2F08%2F2022+-+12%2F08%2F2022)
20:29:30	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22638fcda5-247b%22	https://technext.github.io/tour/booking.html	C:/My%20Web%20Sites/Travel%20project/technext.github.io/tour/booking.html	(from https://technext.github.io/tour/?daterange=12%2F08%2F2022+-+12%2F08%2F2022)
20:29:30	88144/88144	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263299ea1-15850%22	https://technext.github.io/tour/js/jquery-3.4.1.min.js	C:/My%20Web%20Sites/Travel%20project/technext.github.io/tour/js/jquery-3.4.1.min.js	(from https://technext.github.io/tour/?daterange=12%2F08%2F2022+-+12%2F08%2F2022)
20:29:30	21218/21218	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263299ea1-52e2%22	https://technext.github.io/tour/js/popper.min.js	C:/My%20Web%20Sites/Travel%20project/technext.github.io/tour/js/popper.min.js	(from https://technext.github.io/tour/?daterange=12%2F08%2F2022+-+12%2F08%2F2022)
20:29:30	60044/60044	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263299ea1-ea8c%22	https://technext.github.io/tour/js/bootstrap.min.js	C:/My%20Web%20Sites/Travel%20project/technext.github.io/tour/js/bootstrap.min.js	(from https://technext.github.io/tour/?daterange=12%2F08%2F2022+-+12%2F08%2F2022)
20:29:30	42766/42766	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263299ea1-a70e%22	https://technext.github.io/tour/js/owl.carousel.min.js	C:/My%20Web%20Sites/Travel%20project/technext.github.io/tour/js/owl.carousel.min.js	(from https://technext.github.io/tour/?daterange=12%2F08%2F2022+-+12%2F08%2F2022)
20:29:30	1390/1390	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263299ea1-56e%22	https://technext.github.io/tour/js/jquery.animateNumber.min.js	C:/My%20Web%20Sites/Travel%20project/technext.github.io/tour/js/jquery.animateNumber.min.js	(from https://technext.github.io/tour/?daterange=12%2F08%2F2022+-+12%2F08%2F2022)
20:29:31	9028/9028	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263299ea1-2344%22	https://technext.github.io/tour/js/jquery.waypoints.min.js	C:/My%20Web%20Sites/Travel%20project/technext.github.io/tour/js/jquery.waypoints.min.js	(from https://technext.github.io/tour/?daterange=12%2F08%2F2022+-+12%2F08%2F2022)
20:29:31	68196/68196	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263299ea1-10a64%22	https://technext.github.io/tour/js/jquery.fancybox.min.js	C:/My%20Web%20Sites/Travel%20project/technext.github.io/tour/js/jquery.fancybox.min.js	(from https://technext.github.io/tour/?daterange=12%2F08%2F2022+-+12%2F08%2F2022)
